lat,lng
3.1953426,101.6560031
3.178659,101.6542844
3.1956127,101.6560275
3.1953426,101.6560031
3.1856709,101.6569132
3.1884927,101.679174
3.1882483,101.679147
3.1883752,101.6791611
3.1806224,101.6602472
3.1835484,101.6602881
3.1893552,101.6768405
3.1858813,101.6686984
3.1889614,101.6537633
3.1806224,101.6602472
3.1959117,101.6733314
3.181414,101.6591038
3.1808744,101.6770883
3.1846478,101.6782559
3.1840899,101.6479914
3.1830007,101.6767059
3.1972593,101.6590482
3.1811344,101.6524242
3.1858813,101.6686984
3.1857784,101.6781565
3.1817114,101.6805274
3.1817114,101.6805274
3.1868452,101.6622195
3.1817114,101.6805274
3.1894686,101.6756102
3.1831631,101.6490166
3.1976338,101.6571754
3.1856709,101.6569132
3.1856709,101.6569132
3.1920723,101.6525078
3.1920723,101.6525078
3.1833477,101.6743776
3.1900282,101.6716947
3.1927701,101.6560285
3.1700483,101.6575452
3.1995343,101.655385
3.1995583,101.6531053
3.1995583,101.6531053
3.1806224,101.6602472
3.1871962,101.6668043
3.183303,101.6601368
3.1951248,101.6580812
3.1975783,101.6547359
3.1949085,101.658071
3.1991992,101.6585633
3.1856709,101.6569132
3.1856709,101.6569132
3.1968689,101.6560638
3.1840459,101.6479614
3.1947453,101.6598689
3.180567,101.6566253
3.1858813,101.6686984
3.1806224,101.6602472
3.1995888,101.6581302
3.1840605,101.6702228
3.197929,101.6570829
3.1840653,101.677889
3.163056757,101.6266323
3.163879582,101.6281421
3.1975202,101.6576414
3.1958368,101.6570981
3.1817114,101.6805274
3.1806224,101.6602472
3.1817114,101.6805274
3.190751,101.6627828
3.1870133,101.6783226
3.1858813,101.6686984
3.180567,101.6566253
3.1947453,101.6598689
3.1953025,101.665049
3.1953025,101.665049
3.1953025,101.665049
3.178659,101.6542844
3.1899988,101.6751079
3.1836303,101.6747209
3.1817114,101.6805274
3.1858813,101.6686984
3.1985775,101.6561022
3.1964343,101.6730646
3.1806224,101.6602472
3.1821729,101.6771667
3.1844166,101.647185
3.1889807,101.6536987
3.1824143,101.6487496
3.1856709,101.6569132
3.1947453,101.6598689
3.1947453,101.6598689
3.190751,101.6627828
3.1832187,101.6608026
3.1972593,101.6590482
3.1832187,101.6608026
3.1947453,101.6598689
3.1858332,101.660639
3.1986568,101.6528004
3.1985814,101.6766719
3.1840605,101.6702228
3.1962458,101.6581558
3.1806224,101.6602472
3.191726,101.6733869
3.191726,101.6733869
3.1858813,101.6686984
3.1992141,101.6545766
3.1868452,101.6622195
3.1761521,101.6483472
3.1825938,101.678622
3.1887975,101.6536372
3.1858813,101.6686984
3.1858813,101.6686984
3.1885018,101.6572165
3.1858813,101.6686984
3.183303,101.6601368
3.197997,101.6529128
3.1858332,101.660639
3.1806224,101.6602472
3.1976132,101.6592372
3.191555,101.6522352
3.1826352,101.6591371
3.1858813,101.6686984
3.1806224,101.6602472
3.1873092,101.6763605
3.1856709,101.6569132
3.1947453,101.6598689
3.1947453,101.6598689
3.1833826,101.6789073
3.1858813,101.6686984
3.1806224,101.6602472
3.1817308,101.6776926
3.1894322,101.6582971
3.18453,101.6693708
3.1858813,101.6686984
3.1974869,101.6570862
3.1817114,101.6805274
3.1906508,101.6770818
3.1856709,101.6569132
3.1868452,101.6622195
3.1974723,101.654747
3.1989229,101.6549581
3.1989229,101.6549581
3.1989229,101.6549581
3.1858813,101.6686984
3.1817308,101.6776926
3.1856709,101.6569132
3.1831423,101.6593705
3.1806224,101.6602472
3.1947453,101.6598689
3.1868452,101.6622195
3.1858813,101.6686984
3.1854222,101.6559948
3.1981447,101.6527901
3.1858813,101.6686984
3.1873675,101.6662409
3.1858813,101.6686984
3.178612,101.65495
3.1868452,101.6622195
3.1817114,101.6805274
3.178612,101.65495
3.1858813,101.6686984
3.1849792,101.6780624
3.1890345,101.6536294
3.1871962,101.6668043
3.183303,101.6601368
3.1871729,101.6757108
3.1986569,101.652803
3.1882387,101.6784326
3.1967736,101.6555693
3.1983385,101.6589148
3.1856709,101.6569132
3.1859626,101.6590685
3.1836303,101.6747209
3.1887353,101.6537485
3.1868452,101.6622195
3.180491,101.6584382
3.1891565,101.6744797
3.1856709,101.6569132
3.1854789,101.6761593
3.1854789,101.6761593
3.1806224,101.6602472
3.1806976,101.6511569
3.1830722,101.6766264
3.1970369,101.6576391
3.1856709,101.6569132
3.182068,101.6780361
3.184522,101.6766666
3.1883441,101.6787879
3.1924082,101.6528858
3.1806224,101.6602472
3.1831631,101.6490166
3.1858813,101.6686984
3.1859837,101.648487
3.1859837,101.648487
3.1894686,101.6756102
3.1817114,101.6805274
3.1880245,101.6564141
3.1887866,101.6536523
3.197021,101.6582307
3.1832041,101.6786178
3.1806224,101.6602472
3.1856709,101.6569132
3.1868452,101.6622195
3.1836303,101.6747209
3.1836303,101.6747209
3.1968522,101.6565848
3.1873675,101.6662409
3.1856709,101.6569132
3.1954649,101.6733972
3.1889614,101.6537633
3.1981447,101.6527901
3.178659,101.6542844
3.1856709,101.6569132
3.1859012,101.6595372
3.1854143,101.6764506
3.1843419,101.6761675
3.1858813,101.6686984
3.1828365,101.6791692
3.1817114,101.6805274
3.1954173,101.6734441
3.1965287,101.6732202
3.1977837,101.6576472
3.1820478,101.6580322
3.180567,101.6566253
3.1817496,101.6579312
3.1871962,101.6668043
3.1824143,101.6487496
3.178612,101.65495
3.1899784,101.6754225
3.183303,101.6601368
3.178612,101.65495
3.183303,101.6601368
3.1813506,101.6583545
3.1973451,101.655648
3.1806224,101.6602472
3.1806224,101.6602472
3.1821729,101.6771667
3.178612,101.65495
3.187179,101.6666108
3.1956607,101.6574922
3.1858332,101.660639
3.1817114,101.6805274
3.1806224,101.6602472
3.1858332,101.660639
3.178612,101.65495
3.1856709,101.6569132
3.1967957,101.6557393
3.1817114,101.6805274
3.1956729,101.6565808
3.178612,101.65495
3.1961803,101.6732916
3.1817114,101.6805274
3.1855062,101.676324
3.1871962,101.6668043
3.1817114,101.6805274
3.1858813,101.6686984
3.1864794,101.6560139
3.1817264,101.6802253
3.1983934,101.6574922
3.1871962,101.6668043
3.1806976,101.6511569
3.1806224,101.6602472
3.1858813,101.6686984
3.1873675,101.6662409
3.1892975,101.6720752
3.1806224,101.6602472
3.1856709,101.6569132
3.1977362,101.65403
3.1871962,101.6668043
3.1839087,101.6480336
3.1954649,101.6733972
3.1947453,101.6598689
3.1868452,101.6622195
3.1963694,101.6569476
3.1856709,101.6569132
3.1652435,101.6483488
3.1858813,101.6686984
3.1962893,101.6585384
3.1819431,101.6480262
3.1947453,101.6598689
3.1858332,101.660639
3.195982,101.6735749
3.1887353,101.6537485
3.1836118,101.6538183
3.1860107,101.6765125
3.1806224,101.6602472
3.1727442,101.6499589
3.1727442,101.6499589
3.1902123,101.6634616
3.1902123,101.6634616
3.1968689,101.6560638
3.1880296,101.6555533
3.1864794,101.6560139
3.1864794,101.6560139
3.1864794,101.6560139
3.178612,101.65495
3.1824143,101.6487496
3.1887526,101.6537193
3.1958368,101.6570981
3.1958368,101.6570981
3.1858813,101.6686984
3.1856709,101.6569132
